Jogo,Total de vendas
Tetris Worlds (Online Edition),0.2
R4: Ridge Racer Type 4,2.06
Harukanaru Toki no Naka de: Yumenoukihashi,0.05
ISS Pro Evolution,0.76
Pokemon Stadium,5.449999999999999
Wild ARMs 5,0.29
Blast Corps,0.71
Makai Kingdom: Chronicles of the Sacred Tome,0.13
Max Payne 3,3.97
Lost Magic,0.12
Castlevania: Legacy of Darkness,0.13
Langrisser: Re:Incarnation Tensei,0.03
Dark Messiah of Might and Magic Elements,0.21
Star Wars: Lethal Alliance,0.23000000000000004
Space Camp,0.28
My Farm Around the World,0.12
Jet Force Gemini,1.1500000000000001
ATV Offroad Fury 2,2.18
Tokyo Xtreme Racer,0.17
El Tigre: The Adventures of Manny Rivera,0.09
Mario Party: Island Tour,1.86
The Berenstain Bears and the Spooky Old Tree,0.04
Rogue Ops,0.41
Golden Time: Vivid Memories,0.01
Forsaken,0.24
Shadow Hearts,0.28
Clock Zero: Shuuen no Ichibyou - ExTime,0.02
Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,0.09
The Adventures of Darwin,0.04
Hi Hi Puffy AmiYumi: Kaznapped,0.06
Earth Defense Force 2017,0.08
Professor Layton and the Azran Legacy,0.79
Pac-Man Player's Choice Bundle,0.62
Tiger & Bunny: On-Air Jack!,0.03
Epic Mickey: Power of Illusion,0.4799999999999999
Tak and the Guardians of Gross,0.44999999999999996
Lock On: Modern Air Combat,0.04
Jenga World Tour,0.15
Ozzy & Drix,0.01
Avatar: The Game,3.47
Tropico 4: Modern Times,0.02
Real Bout Garou Densetsu,0.1
Naruto RPG 2: Chidori vs Rasengan,0.14
Spec Ops: Airborne Commando,2.08
Sphinx and the Cursed Mummy,0.7000000000000001
Endless Ocean: Blue World,0.8799999999999999
Wolfenstein,1.2500000000000002
Dragon's Dogma,2.5699999999999994
Frostbite,0.34
Guilty Gear XX Slash,0.08
Spy Hunter 2,0.62
Soma Bringer,0.11
Rugby 2004,0.22
Pop Cutie! Street Fashion Simulation,0.06
God Eater,0.72
Imagine: Figure Skater (US sales),0.47000000000000003
Fate/Tiger Colosseum Upper,0.06
Jewel Quest IV: Heritage,0.060000000000000005
Knockout Kings 2001,0.9700000000000001
Bass Pro Shops: The Hunt,0.34
Eyeshield 21: Max Devil Power,0.12
Kid Adventures: Sky Captain,0.16
Michael Jackson: The Experience,6.379999999999999
Nanostray,0.05
The Godfather,1.08
The History Channel: Great Battles - Medieval,0.13
Popeye: Rush for Spinach,0.03
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,0.08
World Stadium 2,0.44999999999999996
Final Fantasy Tactics A2: Grimoire of the Rift,0.79
Polaris SnoCross,0.22000000000000003
From TV Animation One Piece: Treasure Battle!,0.29000000000000004
Dark Void,0.68
Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,0.1
Nicktoons: MLB,0.4
Jikkyou Powerful Pro Yakyuu '98 Ketteiban,0.27
Battlefield 2: Modern Combat,1.4100000000000001
NHL 2K9,0.51
MotoGP 3 - Official Game of MotoGP,0.13
Rayman 3,0.14
Curious George,0.4600000000000001
MotorStorm,3.87
Calling,0.12000000000000001
Tom Clancy's Ghost Recon 2: Summit Strike,0.38
Disney Friends,0.18000000000000002
The Wild Thornberrys: Animal Adventures,0.18000000000000002
Vandal Hearts,0.45000000000000007
World in Conflict,0.04
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,0.39
Lumines: Electronic Symphony,0.27
Woody Woodpecker Racing,0.11
Disney's A Christmas Carol,0.25
Halo: Combat Evolved,6.47
Onechanbara Special,0.02
Woody Woodpecker: Escape from Buzz Buzzard Park,0.05
Macross Digital Mission VF-X,0.30000000000000004
Secret Agent Clank,0.7300000000000001
Medal of Honor: European Assault,0.53
Time Crisis: Razing Storm,0.54
Brothers in Arms: Double Time,0.12
Naruto: Uzumaki Chronicles 2 (JP sales),0.05
Sea Monsters: A Prehistoric Adventure,0.05
Don King Boxing,0.35000000000000003
Ken to Mahou to Gakuen Mono. 2G,0.02
PQ2: Practical Intelligence Quotient,0.04
BattleBots: Beyond the BattleBox,0.05
Dance Dance Revolution: Mario Mix (JP sales),0.05
Earth Defense Force 2: Invaders from Planet Space,0.25000000000000006
Megamind: Mega Team Unite,0.24
Tournament Pool,0.11
GT Advance Championship Racing,0.33999999999999997
Space Venus starring Morning Musume,0.14
Madden NFL Football,0.4
Angelique Retour,0.02
Ukiyo no Roushi,0.02
RalliSport Challenge 2,0.27
Naruto: Ultimate Ninja,0.6
Bloody Roar Extreme,0.04
Pro Yaky? Spirits 3,0.16
Burstrick: Wake Boarding!!,0.27
Doukoku Shoshite...,0.11
Zero Divide,0.05
Disney Princess: Enchanting Storybooks,0.54
Norn + Nonette: Last Era,0.01
Kong: The Animated Series,0.01
Gradius Galaxies,0.08
Dai-2-Ji Super Robot Taisen α,0.6
Yanya Caballista: City Skater,0.05
Super Robot Taisen α Gaiden,0.62
Yattaman DS: BikkuriDokkiri Daisakusen da Koron,0.12
International Superstar Soccer,0.28
Sakura Taisen Hanagumi Tsuushin,0.11
Neo Contra,0.21
MySims Racing,1.09
Assassin's Creed III: Liberation,1.47
Hatsune Miku and Future Stars: Project Mirai,0.18
Imagine: Babysitters,1.09
SingStar Vol. 3,0.14
Star Ocean,0.23
Capcom vs. SNK 2 EO,0.21
Destiny: The Collection,0.09000000000000001
Dragon Zakura DS,0.01
everGirl,0.07
Guilty Gear Judgment,0.16
Mickey's Speedway USA,0.6000000000000001
Who Wants to be a Millionaire: 1st Edition,0.07
Project Sylpheed: Arc of Deception,0.16
Super Bomberman 5,0.3
Super R-Type,0.23
Age of Empires: The Age of Kings,0.22999999999999998
Gallop Racer 2: One and Only Road to Victory,0.27
Untold Legends: Brotherhood of the Blade,1.1
Space Invaders Revolution,0.01
Robo Pit,0.03
Jikkyou Powerful Pro Yakyuu Portable 2,0.09
Where the Wild Things Are,0.48
Rayman 3D,0.6399999999999999
Front Mission: Gun Hazard,0.24
PDC World Championship Darts 2008,0.24
Panzer Dragoon,0.37
Derby Tsuku: Derby Uma o Tsukurou!,0.08
Age of Empires Online,0.060000000000000005
Pitfall: The Lost Expedition,0.42000000000000004
Dragon Ball: Evolution,0.09999999999999999
Nicktoons: Movin',0.32
Gormiti: The Lords of Nature!,0.09
Summer Challenge: Athletics Tournament,0.05
Kotoba no Puzzle: Mojipittan DS,0.37
Flipper Critters,0.03
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,0.06
Aquapazza: Aquaplus Dream Match,0.11
Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,0.5800000000000001
SOCOM II: U.S. Navy SEALs,2.9400000000000004
The King of Fighters 2006,0.07
Samurai Jack: The Amulet of Time,0.22
Sudoku Ball Detective,0.09
Gundam Assault Survive,0.17
Franklin: A Birthday Surprise,0.02
Disney's Kim Possible 2: Drakken's Demise,0.65
Samurai Warriors 2: Xtreme Legends,0.08
Kid Icarus: Uprising,1.26
Spyro 2: Ripto's Rage!,3.53
Senritsu no Stratus,0.06
X-Men: The Official Game,1.02
Pac-Man Party,0.61
Dennou Senki Virtual-On Force,0.03
Wrath Unleashed,0.12
F-1 Race,3.4099999999999997
Dark Tales: Edgar Allan Poe's The Premature Burial,0.02
Battlefield: Hardline,4.269999999999999
The Rub Rabbits!,0.07
Pole Position,1.1800000000000002
Tokyo Beat Down,0.08
Angel Blade: Neo Tokyo Guardians,0.21000000000000002
Shin Megami Tensei II,0.37
Hatsune Miku: Project Diva 2nd,0.41
MapleStory DS,0.03
Bunmei Kaika: Aoiza Ibunroku Saien,0.01
Hello Kitty: Birthday Adventures,0.18999999999999997
Brothers Conflict: Precious Baby,0.01
Arctic Tale,0.18000000000000002
Ninjabread Man,0.08
Captain Tsubasa,0.08
DmC: Devil May Cry,1.6999999999999997
"Warhammer 40,000: Dawn of War II - Retribution",0.08
WipeOut 3 The Game,0.9400000000000001
Overlord,0.43000000000000005
Cruis'n Exotica,0.21000000000000002
Monopoly Collection,0.1
Virtual Hydlide,0.11
MLB SlugFest 20-04,0.6600000000000001
Roadsters 99,0.2
Tom and Jerry in War of the Whiskers,0.32
Guitar Hero: On Tour,3.48
English Training: Have Fun Improving Your Skills!,3.3299999999999996
Kengo: Legend of The 9,0.07999999999999999
Guilty Gear,0.13
The Cursed Crusade,0.36
TouchMaster 3(Others sales),0.26
Batman: Arkham Origins Blackgate,0.8
Ogre Battle Series: Tactics Ogre,0.08
Blood Bowl: Legendary Edition,0.01
Metro 2033,0.78
Tom Clancy's Ghost Recon: Island Thunder,0.88
Nayuta no Kiseki,0.14
Schlag den Raab,0.23
Tokyo Xtreme Racer 3,0.9199999999999999
Sesame Street: Elmo's A-to-Zoo Adventure,0.7200000000000001
Medabots 8,0.07
Roary the Racing Car,0.09
NBA ShootOut 2000,0.4
Gundam Breaker,0.35
Star Wars Episode I: The Phantom Menace,1.75
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,0.22
Reader Rabbit 1st Grade,0.07
Moxie Girlz,0.07
Xevious 3D/G+,0.14
FIFA Soccer 07,6.379999999999999
The Legend of Heroes: Trails in the Sky Third Chapter,0.1
Toy Story 2: Buzz Lightyear to the Rescue!,2.63
Digging for Dinosaurs,0.37
East India Company Collection,0.03
Brunswick Circuit Pro Bowling,0.24000000000000005
Plushees,0.01
EyeCreate,0.1
Atari Anthology,0.6400000000000001
Tourist Trophy: The Real Riding Simulator,0.6799999999999999
Maximum Racing: Drag & Stock Racer,0.03
Final Fantasy XIII,7.5299999999999985
Cabela's Big Game Hunter 2005 Adventures,0.8500000000000002
"Iza, Shutsujin! Koisen",0.01
Kaidan Restaurant: Ura Menu 100-Sen,0.08
Mario Party DS,9.02
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,0.02
So Blonde,0.02
Jaws Unleashed,0.75
Ogre Battle 64: Person of Lordly Caliber,0.41
Dragon Ball Z: Budokai Tenkaichi 3,4.05
Tom Clancy's Splinter Cell,6.0200000000000005
Reality Fighters,0.15
S.T.A.L.K.E.R.: Shadow of Chernobyl,0.060000000000000005
Mega Man X,1.16
The Mummy: Tomb of the Dragon Emperor,0.43000000000000005
F.E.A.R. Perseus Mandate,0.01
Spider-Man: Friend or Foe,1.47
Monster High: New Ghoul in School,0.16999999999999998
Assassin's Creed: Rogue,2.4899999999999998
Pure,3.37
Dynasty Warriors 8: Xtreme Legends,0.6100000000000001
Ace Attorney Investigations: Miles Edgeworth,0.76
Adventure Island,1.05
Etrian Odyssey V,0.12
Advent Rising,0.13
Kana: Imouto,0.01
Land of the Dead: Road to Fiddler's Green,0.060000000000000005
Grand Ages: Medieval,0.11000000000000001
Dreamworks 2-in-1 Party Pack,0.15000000000000002
Deer Hunter,0.29
Dragon Ball Z: Budokai 3,1.9300000000000002
Rengoku: The Tower of Purgatory,0.11
Tokyo Xanadu eX+,0.02
Bomberman Max 2: Blue Advance,0.09000000000000001
Bomberman: Act Zero,0.04
Gradius III and IV,0.08
MotoGP 14,0.41000000000000003
Fist of the North Star: Ken's Rage 2,0.38
Pipe Mania,0.31000000000000005
Hero's Saga Laevatein Tactics,0.14
Hyper Formation Soccer,0.11
Jinsei Game Wii,0.02
Disney's Donald Duck: Goin' Quackers,0.3700000000000001
Ys VIII: Lacrimosa of Dana,0.09
Die Hard Trilogy 2: Viva Las Vegas,0.48
Midtown Madness 3,0.31000000000000005
Puzzle Challenge: Crosswords and More!,0.24000000000000002
Test Drive: Off Road,1.1700000000000002
Medal of Honor European Assault,0.25
A Collection of Activision Classic Games for the Atari 2600,1.37
Samurai Deeper Kyo,0.05
America Oudan Ultra-Quiz,0.02
Commando: Steel Disaster,0.02
Jr. Pac-Man,0.78
Spore Creatures,1.08
Gintama: Banji Oku Chuubu!,0.03
G.I. Joe: The Rise of Cobra,1.0900000000000003
Commandos: Strike Force,0.08
Alpha and Omega,0.06
Invizimals: The Lost Tribes,0.12
Let's Play Ballerina,0.16
Detective Opera: Milky Holmes 2,0.03
I-Ninja,0.55
Blitz: Overtime,0.09999999999999999
Rock Band Track Pack Volume 2,0.6800000000000002
Initial D: Special Stage,0.27
Extra Bases,0.33
Discworld II: Mortality Bytes!,0.02
Teenage Mutant Ninja Turtles: Smash-Up,0.58
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,0.06
FIFA 12,13.139999999999997
Nonomura Byoin no Hitobito,0.36
Kidou Senshi Gundam: Shin Gihren no Yabou,0.14
Slide Adventure: Mag Kid,0.01
Persona 4: Arena,0.87
Doom,0.9400000000000001
Victorious: Hollywood Arts Debut,0.16000000000000003
Code:Realize - Sousei no Himegimi,0.15
The King of Fighters '95 (CD),0.23
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,0.52
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,0.04
FIFA Street 3,0.7100000000000002
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,0.05
The Idolmaster 2,0.05
Gummy Bears Magical Medallion,0.02
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,0.1
Inazuma Eleven GO Strikers 2013,0.1
Supremacy MMA,0.30000000000000004
Blast Chamber,0.09999999999999999
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,0.06
Star Wars Episode I: Battle for Naboo,0.26
God of War Collection,2.95
Summon Night 6: Lost Borders,0.09
Naruto Shippuden: Gekito Ninja Taisen! EX 2,0.09
Style Lab: Jewelry Design,0.34
Rogue Galaxy,0.8400000000000001
Snowboarding,0.29000000000000004
Jampack Summer 2002,0.5700000000000001
Lucha Libre AAA: Heroes del Ring,0.16
NBA Street Vol. 2,2.63
Dungeons,0.1
Hitotsu Tobashi Renai V,0.01
Hail to the Chimp,0.1
Spyro: Shadow Legacy,0.16000000000000003
Bleach DS 4th: Flame Bringer,0.03
Dream C Club Zero,0.03
Growlanser IV: Over Reloaded,0.06
Trauma Center: Second Opinion,0.3600000000000001
Illusion of Gaia,0.13
Spyro: Enter the Dragonfly,2.68
Resident Evil Zero,1.7600000000000002
Halo Triple Pack,0.16
IHRA Drag Racing 2004,0.2
Buzz! The Ultimate Music Quiz,0.33
The Conduit,0.5800000000000001
Jampack Summer 2001,0.74
Barnstorming,0.42000000000000004
Dynasty Warriors 6 (JP sales),0.25
NCAA College Basketball 2K3,0.39
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,0.42
The New Tetris,0.29000000000000004
Platinum Sudoku,0.04
Death By Degrees,0.09999999999999999
Silent Hill HD Collection,0.54
Zwei!!,0.02
Epic Mickey,3.0400000000000005
Dragonfire,0.37
Teenage Mutant Ninja Turtles II: The Arcade Game,2.23
Tigger's Honey Hunt,0.49000000000000005
NBA In The Zone '99,0.04
Reactor,0.22
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,0.47
Cabela's Big Game Hunter: Pro Hunts,0.07
Steins;Gate,0.54
Haunted House,0.14
Vanark,0.02
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,0.15
Game & Watch Gallery,1.0
Shin Megami Tensei: Persona 3 (jp sales),0.21
Port Royale 2,0.04
Let's Cheer,0.13
Dance Dance Revolution Extreme 2,1.15
Championship Manager 2010,0.01
Pro Evolution Soccer 2013,2.499999999999999
Battle Fantasia,0.09999999999999999
Galaxy Angel II: Eigou Kaiki no Koku,0.02
Marvel Super Hero Squad,1.29
Shining Tears,0.09999999999999999
Star Soldier,0.96
Pebble Beach Golf Links,0.02
LittleBigPlanet Karting,0.9
Sleepover Party,0.03
Ogre Battle Saga Episode Five: The March of the Black Queen,0.2
Puzzle & Dragons Z + Super Mario Bros. Edition,0.45000000000000007
Derby Time 2006,0.03
Castrol Honda Superbike Racing,0.13
Harvest Moon: Boy & Girl,0.09
Dora the Explorer: Journey to the Purple Planet,0.35
Excitebike 64,1.0
Thomas and Friends: Steaming around Sodor,0.02
Phantasy Star Online Episode I & II,0.6100000000000001
SingStar Rocks!,1.0899999999999999
BeatMania IIDX 13: DistorteD,0.03
Casper,0.8300000000000001
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,0.11
Backyard Baseball 2006,0.35
Otometeki Koi Kakumei * Love Revo,0.03
Boulder Dash: Rocks!,0.03
Camping Mama: Outdoor Adventures,0.21
Kung Fu Panda,6.3999999999999995
Stolen,0.03
Borderlands: Double Game Add-On Pack,0.13
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,0.05
We Sing Rock!,0.08
Dynasty Warriors 3,1.9400000000000004
Madden NFL 2003,5.8999999999999995
Power Pocket Koushien,0.1
Street Hoops,1.2000000000000002
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,0.02
Asphalt: Injection,0.24000000000000002
Wipeout 2,1.2200000000000002
Crysis 2,3.37
Paperboy / Rampage,0.14
Nobunaga's Ambition II,0.04
The Da Vinci Code,0.18000000000000002
Yu-Gi-Oh! Forbidden Memories,1.8900000000000001
Dunamis 15,0.04
Forza Motorsport 5,2.17
Natsuzora no Monologue,0.01
Desire,0.14
WWE WrestleMania 21,0.4600000000000001
Car Battler Joe,0.02
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,0.12
World of Warcraft: Legion,0.28
TouchMaster 2,0.89
Friends: The One with All the Trivia,0.060000000000000005
Persona,0.44999999999999996
Reload: Target Down,0.27
Atelier Escha & Logy: Alchemists of the Dusk Sky,0.26
Demolition Racer,0.31000000000000005
The Haunted: Hell's Reach,0.02
Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,0.07
Warpath: Jurassic Park,0.27
Clock Tower,0.53
Activision Hits: Remixed,0.05
The Grim Adventures of Billy & Mandy,0.2
Ratchet & Clank: All 4 One,1.1400000000000001
Deadly Duck,0.22
FIFA Soccer 09,8.659999999999998
Fight Night Round 4,2.96
FIFA 2001: Major League Soccer,0.09
Imagine: Resort Owner,0.05
Memories Off,0.01
My Baby Girl,0.77
Galactic Taz Ball,0.09999999999999999
God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,0.01
QUIZ PARTY,0.05
SBK Superbike World Championship,0.49
STORM: Frontline Nation,0.01
Smart Girl's Winter Wonderland,0.03
Grandia,0.67
Imperial Glory,0.04
Extreme-G: XG2,0.38
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,0.31
Age of Empires II: The Age of Kings,0.11
Wario: Master of Disguise,0.6600000000000001
Datenshi no Amai Yuuwaku x Kaikan Phrase,0.01
Fable II,4.3
Trapped Dead,0.02
Chameleon,0.08
Tales of the Abyss,1.38
Celebrity Sports Showdown,0.45
DriveClub,2.0100000000000002
Mega Man ZX,0.30000000000000004
Kingdom Under Fire: Heroes,0.15000000000000002
Company of Heroes 2,0.36
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,0.04
Mystic Heroes,0.14
Mystereet,0.01
Pro Evolution Soccer 2015,1.7500000000000004
Sonic Boom: Fire & Ice,0.03
London 2012: The Official Video Game of the Olympic Games,1.31
Warship Gunner 2 Portable,0.02
Golden Axe: Beast Rider,0.6599999999999999
Child of Eden,0.67
Jampack Summer 2K,1.58
Princess Maker: Yumemiru Yosei,0.19
SD Gundam Force: Showdown!,0.03
Nodame Cantabile,0.11
TRON: Evolution,1.09
BioShock 2,3.7700000000000005
Arx Fatalis,0.05
Backyard Baseball '10,0.4
WWII Aces,0.29000000000000004
Phantasy Star Online 2 Episode 4: Deluxe Package,0.04
Nep League DS,0.18
Dead or Alive 4,0.45999999999999996
Mercenaries 2: World in Flames,2.31
Metal Gear Rising: Revengeance,1.96
One Piece: Pirate Warriors,1.2
Dragon Ball Z,1.45
Fear Effect 2: Retro Helix,0.18000000000000002
Despicable Me: The Game - Minion Mayhem,0.55
Really? Really! DS,0.01
Mafia II,3.4699999999999993
Charm Girls Club: My Perfect Prom,0.12
Destruction Derby Arenas,0.13
Choujikuu Yousai Macross: Do You Remember Love,0.05
Darius II,0.03
Worldwide Soccer Manager 2009,1.15
Cool Boarders 2,2.2600000000000002
Capcom vs. SNK 2: Millionaire Fighting 2001,0.12
World Championship Poker 2: Featuring Howard Lederer,0.55
Mar Heaven: Karudea no Akuma,0.02
Nora to Koku no Koubou: Kiri no Mori no Majo,0.05
Namco Museum Vol.1,3.8400000000000003
Black & Bruised,0.21000000000000002
Ballistic: Ecks vs. Sever,0.1
Nanda's Island,0.04
Saki: Zenkoku-hen,0.05
Imagine: Music Fest,0.16
Scurge: Hive,0.05
Adventure Time: The Secret of the Nameless Kingdom,0.16
Ratchet & Clank: Going Commando (JP weekly sales),0.24
Otometeki Koi Kakumei * Love Revo! Portable,0.02
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,0.05
Evolution Skateboarding,0.30000000000000004
Urakata Hakuoki,0.02
Shimano Xtreme Fishing,0.13
Mega Man X8,0.29
Populous: The Beginning,0.09999999999999999
Batman Beyond: Return of the Joker,0.25
Sentou Kokka Air Land Battle,0.14
Durarara!! 3-way Standoff,0.05
Super Robot Taisen α,0.8
Imagine Figure Skater (JP sales),0.01
Kidou Senshi Gundam UC,0.1
Snow Portable,0.02
Cities XL 2011,0.02
Toki no Kizuna: Sekigahara Kitan,0.04
Tomba! 2: The Evil Swine Return,0.29000000000000004
Micro Machines V4,0.02
Final Fantasy XIV: Heavensward,0.16000000000000003
The Guided Fate Paradox,0.06
Dead Island,4.900000000000001
Ant Nation,0.07999999999999999
Charm Girls Club: Pajama Party,0.15000000000000002
Dynasty Warriors: Gundam 3,0.7200000000000001
Dragon Quest Monsters 1·2,0.32
The Settlers II 10th Anniversary,0.02
Kirby Tilt 'n' Tumble,1.23
Nova Usagi no Game de Ryuugaku!? DS,0.01
Need for Speed: Shift,5.419999999999999
Herbie: Fully Loaded,0.33999999999999997
Wii Party U,1.77
Uta no Prince-Sama: Music 2,0.09
Eigo de Tabisuru: Little Charo,0.06
Kessen II,0.4600000000000001
Olympic Hockey 98,0.060000000000000005
Gunbird,0.06
SSX On Tour,1.06
Diary Girl,0.01
Hakuouki Portable,0.1
Dollar Dash,1.6
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.41000000000000003
Hotel Giant 2,0.04
The Idolmaster: Platinum Stars,0.09
Wing Commander: Prophecy,0.05
TOCA Touring Car Championship,2.27
Portable Island: Tenohira Resort,0.02
Victorious Boxers: Revolution,0.14
Evil Zone,0.26
Ultimate I Spy,0.48
Virtual Kasparov,0.02
Mega Man Zero Collection,0.36
Rugrats: I Gotta Go Party,0.26
Children of Mana,0.48
F1 2016 (Codemasters),0.38000000000000006
Mystery Tales 2: The Spirit Mask,0.02
Prisoner of War,0.08
Bloody Roar,0.4
Mario & Wario,0.49
DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,0.07
Stuart Little 3: Big Photo Adventure,0.08
Tokimeki Memorial: Forever with You,0.9700000000000001
Bust-A-Move '99,0.38
Game Book DS: Sword World 2.0,0.01
Hoshigami: Ruining Blue Earth Remix,0.01
Dreamer Series: Horse Trainer,0.02
Motto TOEIC Test DS Training,0.04
Gun Showdown,0.07
TouchMaster: Connect,0.31000000000000005
Yakuza: Ishin,0.41000000000000003
Duel Masters: Shadow of the Code,0.01
Go! Go! Hypergrind,0.03
Transformers: Revenge of the Fallen (Wii & PS2 Version),0.45
Tomodachi Life,5.15
Fate/Tiger Colosseum,0.08
Digimon All-Star Rumble,0.17
Knights in the Nightmare: DHE Series Special Pack,0.01
Super Hero Generation,0.07
Namco Museum Remix,0.7300000000000001
Wakeboarding Unleashed Featuring Shaun Murray,0.23000000000000004
Ultimate Party Challenge,0.08
Delta Force: Black Hawk Down,0.78
Neopets: The Darkest Faerie,0.31
My Little Baby,0.01
Makai Shin Trillion,0.11
EverQuest Online Adventures: Frontiers,0.18
Fragile Dreams: Farewell Ruins of the Moon,0.38
Namco Museum Megamix,0.21000000000000002
WWE SmackDown vs Raw 2008,7.43
Natsuiro High School: Seishun Hakusho,0.04
Classic NES Series: Metroid,0.44
Saiyuki: Journey West,0.05
Mario & Sonic at the Sochi 2014 Olympic Winter Games,0.8
NBA Street V3,1.69
Ace Attorney Investigations 2,0.26
Katamari Forever,0.41
Dance Dance Revolution: Mario Mix,0.45999999999999996
Wario Land II,1.48
Catz,0.79
Castlevania Dracula X,0.09
Deepak Chopra's Leela,0.26
Panzer Dragoon II Zwei,0.31
Hotel Dusk: Room 215,0.5700000000000001
Disney Infinity,5.1099999999999985
Jumble Madness,0.06
Castlevania: Curse of Darkness,0.54
Too Human,0.7899999999999999
The Professor's Brain Trainer: Logic,0.02
Snood,0.12
Dark Souls II,3.0600000000000005
Exhibition,0.25
Mezase!! Tsuri Master DS,0.01
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,0.15000000000000002
Surf's Up,0.9800000000000001
U-Sing,0.35
MonHun Nikki: Poka Poka Ailu Mura,0.6
Gal Gun: Double Peace,0.03
Darkwatch,0.54
Solaris,0.37
Skate 2,1.94
Sunset Overdrive,1.1
Scooby-Doo and the Cyber Chase,0.42
Barbie Groovy Games,0.56
Championship Motocross 2001 featuring Ricky Carmichael,0.14
Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,0.01
A.C.E.: Another Century's Episode,0.26
Britney's Dance Beat,0.45
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,0.01
Slam Dunk SD Heat Up!!,0.05
Suikoden,0.6
Hyakki Yagyou Kaidan Romance,0.01
Fortress,0.32
007: The World is not Enough,2.48
EA Sports Active,3.92
My Spanish Coach,0.5700000000000001
The Weakest Link,0.09
Metal Gear Solid 3: Subsistence,0.56
Winning Post 6,0.09
Blue Dragon: Awakened Shadow,0.09
Halo 2 Multiplayer Map Pack,0.6900000000000001
Top Spin 4,1.2900000000000003
Sword Art Online: Game Director's Edition,0.05
Dragon Warrior I&II,0.77
One Piece Unlimited Cruise 2: Awakening of a Hero,0.29000000000000004
L.A. Noire: The Complete Edition,0.25
Pokemon XD: Gale of Darkness,1.24
Highschool Terra Story,0.03
Goodbye Deponia,0.06999999999999999
Dead Island Definitive Collection,0.16
Majin Tensei,0.08
Star Wars: Flight of the Falcon,0.35
11eyes: CrossOver,0.04
Sonic Advance,2.25
PokePark 2: Wonders Beyond,0.79
Rugby League Team Manager 2015,0.02
Tiger Woods PGA Tour 2004,2.5699999999999994
The Sims 2: Ikea Home Stuff,0.09000000000000001
Dungeon Raiders,0.05
Jewel Master: Cradle of Athena,0.19
Soccer Tsuku: Pro Soccer Club o Tsukurou!,0.2
Backyard Basketball,0.18
College Hoops 2K8,0.65
Cradle of Rome,0.25
Pro Yakyuu Famista 2011,0.06
JGTC: All-Japan Grand Touring Car Championship,0.42000000000000004
Blacksite: Area 51,0.6700000000000002
Fox Sports College Hoops '99,0.25
Super Jinsei Game 2,0.05
EarthBound,0.81
Red Dead Redemption: Undead Nightmare,2.21
Ringling Bros. and Barnum & Bailey: Circus Friends,0.17
Warriors of Might and Magic,0.31
"Warhammer 40,000: Dawn of War II - Chaos Rising",0.09999999999999999
Plants vs. Zombies: Garden Warfare 2,0.9400000000000001
Azure Dreams,0.13
Ace Attorney 6,0.27
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,0.03
Sonic & All-Stars Racing Transformed,2.48
Formula 1: Championship Edition,0.61
Toy Shop,0.03
Hitman: Contracts,1.1400000000000001
DEATH NOTE: Kira Game,0.12
Imagine: Reporter,0.09999999999999999
Buzz! Master Quiz,0.87
Dino Master: Dig Discover Duel,0.06
RPG Tsukuru 2,0.31
Kart Racer,0.04
Pro Evolution Soccer,1.76
